text;to;from;moment
Je souhaite le chemin le plus rapide entre les deux gares suivantes gare de La tour-du-pin et gare de Champagné;Champagné;La tour-du-pin;
demain Osséja Le château-d'almenêches;Le château-d'almenêches;Osséja;demain
Je voudrais aller de Versailles à Éveux;Éveux;Versailles;
Je suis actuellement à Saint-pierre-de-chignac et j’aimerais partir à Brest vendredi soir;Brest;Saint-pierre-de-chignac;vendredi soir
Je veux me rendre à Fondamente en partant de Steenbecque;Fondamente;Steenbecque;
je vais à Cenon depuis Rieux;Cenon;Rieux;
Je cherche un trajet de Saint-jodard à Venissieux;Venissieux;Saint-jodard;
Je suis actuellement à Orly et j’aimerais partir à Tronsanges;Tronsanges;Orly;
Comment aller de Sartrouville à Saint-médard-d'eyrans;Saint-médard-d'eyrans;Sartrouville;
j'aimerais me rendre à Saint-pierre-le-moûtier en quittant Pougny;Saint-pierre-le-moûtier;Pougny;
Aubigny-sur-nère Saumur mercredi;Saumur;Aubigny-sur-nère;mercredi
Je pars de Bengy-sur-craon pour aller à Balbigny;Balbigny;Bengy-sur-craon;
Je voudrais aller de Saint-vit à Thouars;Thouars;Saint-vit;
je partirais de Zoufftgen pour aller à Loudéac;Loudéac;Zoufftgen;
Je veux trouver un trajet de Vireux-molhain à Méricourt-l'abbé;Méricourt-l'abbé;Vireux-molhain;
Donne moi l'itinéraire pour aller à Liverdun en partant de Varennes-sur-seine;Liverdun;Varennes-sur-seine;
Trouve un train partant de Saint-leu-la-foret et allant à La chapelle-la-reine;La chapelle-la-reine;Saint-leu-la-foret;
Itinéraire Nomain Marigny;Marigny;Nomain;
Je cherche un train Frontenex Lurbe-saint-christau;Lurbe-saint-christau;Frontenex;
Quel trajet pour Le monastier-pin-moriès Bethune;Bethune;Le monastier-pin-moriès;
Quel est l'itinéraire entre Vissac-auteyrac et La fresnais;La fresnais;Vissac-auteyrac;
Je suis actuellement à Briollay et j’aimerais partir à Beaumont;Beaumont;Briollay;
Le train Sénas Roumazières-loubert;Roumazières-loubert;Sénas;
j'aimerais me rendre à La ferté-alais en quittant Rouen;La ferté-alais;Rouen;
Je pars de Bidos pour aller à Barenton-bugny;Barenton-bugny;Bidos;
itinéraire de voyage de Trosly-breuil vers Suèvres;Suèvres;Trosly-breuil;
Je prends le train Chécy Saint-yzan-de-soudiac demain;Saint-yzan-de-soudiac;Chécy;demain
je vais à Pont-sainte-maxence depuis Cuinchy;Pont-sainte-maxence;Cuinchy;
Je veux aller de Lucquy à Gauriaguet;Gauriaguet;Lucquy;
Je cherche un trajet de Guimiliau à Seclin samedi matin;Seclin;Guimiliau;samedi matin
Je veux aller de Les quatre-routes-du-lot à Goncelin;Goncelin;Les quatre-routes-du-lot;
Je voudrais aller de Plerguer à Donzère dans quatre heures;Donzère;Plerguer;dans quatre heures
Je souhaiterai avoir des informations sur le train Monestier-de-clermont Fouquereuil;Fouquereuil;Monestier-de-clermont;
Fépin depuis Gironde-sur-dropt;Fépin;Gironde-sur-dropt;
j'aimerais partir de Roeschwoog pour me rendre à La bouteille;La bouteille;Roeschwoog;
Itiniréraire jusqu'a Étainhus depuis Le vernet;Étainhus;Le vernet;
train Pers Lagnieu vendredi matin;Lagnieu;Pers;vendredi matin
Je cherche le train le plus rapide pour faire Dorlisheim Challans dans un moment;Challans;Dorlisheim;dans un moment
Quel trajet pour Bétaille Mauzac-et-grand-castang;Mauzac-et-grand-castang;Bétaille;
Le train Lutzelbourg Verruyes;Verruyes;Lutzelbourg;
Indique moi le chemin pour Monsempron-libos depuis Raon-l'étape;Monsempron-libos;Raon-l'étape;
prochainement, je vais à Olonne-sur-mer depuis La roche-maurice;Olonne-sur-mer;La roche-maurice;prochainement
dans cinq heures, je voudrais aller de Jaunay-clan à Lucquy;Lucquy;Jaunay-clan;dans cinq heures
Ma provenance et ma destination sont Bouchain et Semur-en-auxois;Semur-en-auxois;Bouchain;
le mois prochain, je voudrais aller de Colmar à Sérézin-du-rhône;Sérézin-du-rhône;Colmar;le mois prochain
jeudi soir je partirais de Ranchot pour aller à Schweighouse-sur-moder;Schweighouse-sur-moder;Ranchot;jeudi soir
le départ et l'arrivée de mon voyage sont Bricon et Saint-julien-sur-dheune;Saint-julien-sur-dheune;Bricon;
ils veulent aller de Mézériat jusqu'à Saint-victurnien;Saint-victurnien;Mézériat;
Trouve un train partant de Bois-colombes et allant à Fecamp;Fecamp;Bois-colombes;
mercredi Beauvoisin Kuntzig;Kuntzig;Beauvoisin;mercredi
Je cherche le train le plus rapide pour faire Génolhac Languenan;Languenan;Génolhac;
Le train Perigueux Baule-escoublac (la );Baule-escoublac (la );Perigueux;
Je veux aller à Morhange depuis Brionne;Morhange;Brionne;
Je cherche un trajet de Pinon à Mougins;Mougins;Pinon;
Je pars de Gretz-armainvilliers pour aller à Le muy;Le muy;Gretz-armainvilliers;
arrivée La chapelle-saint-ursin et départ Perigueux;La chapelle-saint-ursin;Perigueux;
Je veux me rendre à Jeandelize en partant de Aixe-sur-vienne;Jeandelize;Aixe-sur-vienne;
Je suis à Louvres et je souhaite me rendre à Saint-gervais-en-belin;Saint-gervais-en-belin;Louvres;
Indique moi le chemin pour Pavilly depuis Hoenheim;Pavilly;Hoenheim;
Le train La chapelle-de-guinchay Dercy;Dercy;La chapelle-de-guinchay;
Ma provenance et ma destination sont Epinay-sur-seine et Brimeux;Brimeux;Epinay-sur-seine;
Je veux aller à Stains depuis Escalquens;Stains;Escalquens;
train Frontenex Domène;Domène;Frontenex;
Quel est l'itinéraire entre Castres et Étainhus;Étainhus;Castres;
Je pars de Laignes pour aller à Osséja;Osséja;Laignes;
Je pars dimanche matin de Lapeyrouse pour aller à Colombes;Colombes;Lapeyrouse;dimanche matin
J'aimerais me rendre sur Chevrières en partant de Bruz;Chevrières;Bruz;
